COD_IBGE;NRS;MUN;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;C1;C2;C3;C4;C5;C6;C7;C8
290010;Centro-Leste;Abaíra;8316;94.22;0.603;0.577;0.746;0.51;148;14.61;197;625;483;492;314;258;192;115;89;1943
290020;Norte;Abaré;17064;66.02;0.575;0.533;0.776;0.46;132;6.77;196;2082;516;425;383;273;157;88;78;1920
290030;Nordeste;Acajutiba;14653;74.67;0.582;0.56;0.723;0.487;164;8.88;201;1079;523;450;297;357;147;128;90;1992
290035;Nordeste;Adustina;15702;41.67;0.546;0.526;0.718;0.432;139;7.9;147;1324;552;499;391;286;202;119;75;2124
290040;Centro-Leste;Água Fria;15731;50.8;0.55;0.529;0.747;0.422;174;9.8;236;1977;558;428;462;365;273;124;97;2307
290060;Sul;Aiquara;4602;79.14;0.583;0.573;0.733;0.471;55;10.13;57;498;258;160;122;83;66;53;24;766
290070;Nordeste;Alagoinhas;141949;90.72;0.683;0.681;0.79;0.592;899;7.28;1595;7678;5202;4437;3419;2380;1605;856;664;18563
290080;Extremo Sul;Alcobaça;21271;64.59;0.608;0.611;0.771;0.476;148;6.53;164;1564;873;754;577;343;240;132;115;3034
290090;Sul;Almadina;6357;84.84;0.563;0.563;0.751;0.421;89;10.79;79;762;253;230;170;128;73;49;43;946
290100;Leste;Amargosa;34351;83.56;0.625;0.616;0.807;0.492;437;10.17;611;3176;1278;1163;980;681;637;395;305;5439
290110;Centro-Leste;Amélia Rodrigues;25190;77.07;0.666;0.609;0.81;0.6;156;6.99;233;1595;1019;855;741;421;246;124;87;3493
290115;Centro-norte;América Dourada;15961;63.62;0.561;0.506;0.751;0.464;119;7.3;133;1362;452;264;475;256;175;80;70;1772
290120;Sudoeste;Anagé;25516;30.91;0.54;0.549;0.771;0.371;343;11.09;351;2912;1630;720;810;463;210;178;162;4173
290130;Centro-Leste;Andaraí;13960;39.12;0.555;0.54;0.764;0.415;105;7.42;143;1758;465;347;360;270;138;70;69;1719
290135;Norte;Andorinha;14414;52.5;0.588;0.586;0.731;0.474;137;8.66;193;1170;588;415;441;326;232;101;104;2207
290140;Oeste;Angical;14073;74.43;0.625;0.564;0.778;0.556;117;8.7;112;1086;590;410;317;325;186;129;52;2009
290150;Centro-Leste;Anguera;10242;57.06;0.589;0.565;0.766;0.471;94;10.62;165;1620;365;346;323;305;173;85;82;1679
290160;Nordeste;Antas;17072;81.03;0.592;0.573;0.739;0.491;219;10.22;203;1882;473;415;367;341;217;175;101;2089
290170;Centro-Leste;Antônio Cardoso;11554;40.06;0.561;0.544;0.768;0.422;126;9.48;160;1160;336;310;246;163;129;81;74;1339
290180;Norte;Antônio Gonçalves;11015;65.03;0.598;0.58;0.741;0.498;110;8.63;130;925;361;316;278;190;115;105;74;1439
290190;Nordeste;Aporá;17731;75;0.548;0.516;0.751;0.425;176;9.39;213;1560;580;650;498;455;225;69;100;2577
290195;Sul;Apuarema;7459;72.25;0.552;0.555;0.735;0.413;54;7.87;71;837;301;217;203;107;98;52;39;1017
290205;Nordeste;Araças;11561;65.7;0.57;0.54;0.744;0.462;83;5.25;86;801;403;328;233;121;85;38;53;1261
290200;Sudoeste;Aracatu;13743;49.51;0.581;0.591;0.754;0.439;153;10.43;191;1234;790;470;420;570;190;211;90;2741
290210;Centro-Leste;Araci;51651;41.2;0.534;0.534;0.747;0.381;426;7.35;491;4956;1491;1402;1297;929;588;287;272;6266
290220;Nordeste;Aramari;10036;71.65;0.588;0.568;0.761;0.47;81;7.82;119;958;317;353;201;190;122;72;72;1327
290225;Sul;Arataca;10392;61.84;0.559;0.557;0.758;0.413;88;6.78;63;960;347;362;137;144;22;20;71;1103
290230;Leste;Aratuípe;8599;68.24;0.575;0.57;0.753;0.443;48;6.64;69;773;190;174;166;120;98;80;40;868
290240;Sul;Aurelino Leal;13595;69.73;0.568;0.555;0.759;0.434;122;7.62;116;1382;449;352;270;169;92;72;30;1434
290250;Oeste;Baianópolis;13850;68.85;0.589;0.543;0.763;0.492;120;8.3;129;782;551;406;349;295;216;106;87;2010
290260;Centro-Leste;Baixa Grande;20060;41.13;0.585;0.549;0.775;0.471;217;9.37;276;1625;736;722;513;451;262;218;151;3053
290265;Nordeste;Banzaê;11814;93.49;0.579;0.539;0.769;0.468;109;8.97;119;1409;420;358;346;293;137;102;57;1713
290270;Oeste;Barra;49325;54.28;0.557;0.503;0.75;0.457;279;6.39;393;5919;1284;1320;690;1125;314;435;387;5555
290280;Sudoeste;Barra da Estiva;21187;81.26;0.575;0.566;0.717;0.469;129;6.65;197;1880;807;770;515;300;250;210;90;2942
290290;Sudoeste;Barra do Choça;34788;80.33;0.551;0.563;0.77;0.386;266;7.28;243;2361;1198;1059;817;617;431;274;133;4529
290300;Centro-norte;Barra do Mendes;13987;79.08;0.63;0.578;0.784;0.553;133;10.85;214;1187;699;553;542;446;288;161;117;2806
290310;Sul;Barra do Rocha;6313;72.57;0.577;0.585;0.705;0.465;50;7.97;53;649;152;124;110;106;58;54;19;623
290320;Oeste;Barreiras;137427;90.73;0.721;0.695;0.807;0.668;545;4.29;653;6015;4189;3637;2231;1854;585;696;362;13554
290323;Centro-norte;Barro Alto;13612;71.07;0.607;0.551;0.739;0.55;110;8.99;120;858;537;443;302;268;196;123;57;1926
290330;Sul;Barrocas;14191;63.26;0.61;0.574;0.786;0.503;91;6.45;111;591;242;215;176;129;98;50;25;935
290327;Centro-Leste;Barro Preto;6453;75.98;0.602;0.576;0.744;0.508;62;8.86;63;837;484;409;405;328;183;92;69;1970
290340;Extremo Sul;Belmonte;21798;75.07;0.598;0.577;0.771;0.48;163;7.56;188;2683;998;601;332;326;144;99;82;2582
290350;Sudoeste;Belo Campo;16021;62.82;0.575;0.562;0.76;0.444;186;10;206;1691;840;695;672;460;411;186;125;3389
290360;Centro-Leste;Biritinga;14836;57.7;0.538;0.525;0.738;0.402;152;9.03;190;2008;622;301;383;415;237;176;115;2249
290370;Sul;Boa Nova;15411;64.09;0.567;0.535;0.753;0.453;216;11;213;1725;565;343;483;376;163;225;194;2349
290380;Centro-Leste;Boa Vista do Tupim;17991;32.75;0.551;0.514;0.729;0.447;188;8.48;215;1933;740;601;387;355;335;235;128;2781
290390;Oeste;Bom Jesus da Lapa;63480;75.97;0.633;0.615;0.775;0.533;378;6.27;486;4638;2261;1559;1384;927;649;325;273;7378
290395;Sudoeste;Bom Jesus da Serra;10113;33;0.546;0.535;0.749;0.407;108;9.81;135;1039;413;316;331;235;184;84;71;1634
290400;Centro-Leste;Boninal;13695;84.51;0.612;0.564;0.789;0.514;129;10.7;222;1695;445;428;283;382;271;170;177;2156
290405;Centro-Leste;Bonito;14834;65.67;0.561;0.552;0.685;0.467;46;4.66;70;663;345;480;186;216;122;70;25;1444
290410;Sudoeste;Boquira;22037;53.92;0.603;0.564;0.782;0.497;225;10.68;328;1758;785;674;601;540;508;228;136;3472
290420;Sudoeste;Botuporã;11154;53.86;0.575;0.543;0.754;0.464;141;9.52;134;921;674;354;307;220;175;135;110;1975
290430;Sul;Brejões;14282;66.02;0.597;0.56;0.775;0.49;154;8.74;195;1961;567;464;393;224;159;121;107;2035
290440;Oeste;Brejolândia;11077;59.8;0.592;0.533;0.746;0.523;105;9.16;132;1235;418;374;362;234;134;123;78;1723
290450;Oeste;Brotas de Macaúbas;10717;65.25;0.57;0.552;0.754;0.445;139;12.77;193;976;619;517;479;286;246;195;134;2476
290460;Sudoeste;Brumado;64602;77.8;0.656;0.63;0.807;0.554;524;8.45;779;4589;2875;2118;1930;1419;985;531;380;10238
290470;Sul;Buerarema;18605;68.02;0.613;0.604;0.772;0.495;198;9.7;209;2357;839;720;534;369;230;179;91;2962
290475;Oeste;Buritirama;19600;47.43;0.565;0.504;0.761;0.471;127;6.26;139;2207;610;565;423;318;229;118;89;2352
290480;Sudoeste;Caatiba;11420;89.75;0.561;0.579;0.752;0.406;103;8.28;106;1123;219;240;184;149;92;61;44;989
290485;Leste;Cabaceiras do Paraguaçu;17327;52.98;0.581;0.525;0.763;0.49;101;7.19;201;1579;672;436;393;247;233;118;79;2178
290490;Leste;Cachoeira;32026;72.45;0.647;0.615;0.762;0.577;215;7.4;410;2048;1135;815;718;523;309;152;271;3923
290500;Sudoeste;Caculé;22236;80.8;0.637;0.621;0.769;0.541;234;10.09;328;1044;786;861;815;540;368;228;188;3786
290510;Centro-norte;Caém;10368;55.06;0.546;0.535;0.701;0.434;90;9.45;134;815;392;316;301;244;131;170;80;1634
290515;Sudoeste;Caetanos;13639;28.19;0.542;0.536;0.725;0.409;158;8.94;139;1962;537;420;399;321;242;103;100;2122
290520;Sudoeste;Caetité;47515;73.39;0.625;0.631;0.801;0.484;437;8.78;658;3295;1845;1723;1410;1127;819;497;470;7891
290530;Centro-norte;Cafarnaum;17209;75.42;0.584;0.554;0.734;0.49;122;7.21;129;907;536;501;420;304;218;98;62;2139
290540;Sul;Cairu;15374;88.87;0.627;0.6;0.807;0.51;60;4.16;82;597;382;310;185;186;121;60;63;1307
290550;Centro-norte;Caldeirão Grande;12491;59.97;0.573;0.526;0.758;0.473;111;8.94;157;1366;288;305;406;369;218;210;113;1909
290560;Sul;Camacan;31472;76.29;0.581;0.608;0.768;0.419;283;7.6;266;3619;400;845;624;444;367;180;107;2967
290570;Leste;Camaçari;242970;89.03;0.694;0.681;0.798;0.616;604;3.64;1044;7697;7862;6965;4485;2481;1283;687;530;24293
290580;Sul;Camamu;35180;60.47;0.565;0.562;0.71;0.452;217;5.75;222;2472;818;687;442;643;360;206;114;3270
290590;Norte;Campo Alegre de Lourdes;28090;15.09;0.557;0.516;0.778;0.43;243;7.74;259;2773;1121;976;884;569;437;225;148;4360
290600;Norte;Campo Formoso;66616;56.88;0.586;0.566;0.749;0.475;436;6.93;591;5118;2150;1786;1599;1172;757;369;299;8132
290610;Oeste;Canápolis;9410;56.81;0.565;0.531;0.732;0.463;98;8.71;82;665;211;392;319;215;144;62;81;1424
290620;Centro-norte;Canarana;24067;73.75;0.587;0.555;0.734;0.496;174;7.25;193;1099;994;676;568;462;239;161;113;3213
290630;Sul;Canavieiras;32336;79.15;0.59;0.596;0.796;0.434;298;8.54;357;3738;1171;1131;935;647;362;217;164;4627
290640;Centro-Leste;Candeal;8895;43.32;0.587;0.554;0.787;0.465;93;10.5;157;1192;346;278;304;242;128;67;61;1426
290650;Leste;Candeias;83158;89.59;0.691;0.652;0.823;0.616;287;4.93;454;4051;1820;2840;1598;1055;474;246;205;8238
290660;Sudoeste;Candiba;13210;83.5;0.591;0.578;0.743;0.481;141;10.02;163;1165;765;624;414;262;385;42;127;2619
290670;Sudoeste;Cândido Sales;27918;70.95;0.601;0.565;0.798;0.482;241;8.64;289;2524;1140;1081;694;660;365;167;140;4247
290680;Centro-Leste;Cansanção;32908;54.47;0.557;0.53;0.745;0.438;326;8.66;431;3397;1090;1120;820;990;210;400;220;4850
290682;Norte;Canudos;15732;60.2;0.562;0.554;0.707;0.453;116;8.2;174;1566;560;422;399;317;218;112;74;2102
290685;Centro-Leste;Capela do Alto Alegre;11527;67.42;0.599;0.582;0.77;0.48;159;11.76;186;963;510;509;387;425;143;92;71;2137
290687;Centro-norte;Capim Grosso;26577;85.09;0.621;0.62;0.752;0.514;205;8.3;281;1620;650;838;707;526;650;220;147;3738
290689;Sudoeste;Caraíbas;10222;42.21;0.555;0.57;0.739;0.405;169;11.67;183;1190;357;319;362;419;378;211;122;2168
290690;Extremo Sul;Caravelas;21414;67.16;0.616;0.626;0.791;0.473;158;6.94;196;1337;724;844;527;343;220;119;76;2853
290700;Nordeste;Cardeal da Silva;8899;32.03;0.552;0.523;0.735;0.437;54;6.06;80;741;294;216;139;130;97;37;44;957
290710;Sudoeste;Carinhanha;28380;64.25;0.576;0.525;0.763;0.477;171;6.54;210;3361;1052;751;655;488;309;180;106;3541
290720;Norte;Casa Nova;64940;57.13;0.57;0.577;0.736;0.435;464;7.32;603;6008;2089;1821;1621;1169;878;362;252;8192
290730;Leste;Castro Alves;25408;72.09;0.613;0.591;0.774;0.504;204;8.67;326;2485;1092;644;663;425;310;225;152;3511
290740;Oeste;Catolândia;2612;80.07;0.582;0.554;0.786;0.452;20;9.99;28;222;191;134;117;94;75;38;26;675
290750;Nordeste;Catu;51077;88.5;0.677;0.66;0.814;0.578;293;6.41;480;3389;2108;1685;1221;793;524;309;247;6887
290755;Sudoeste;Caturama;8843;53.73;0.571;0.543;0.77;0.446;104;10.12;143;646;429;372;327;246;166;90;68;1698
290760;Centro-norte;Central;17013;68.45;0.596;0.54;0.728;0.538;128;8.44;196;1591;669;488;510;371;237;121;91;2487
290770;Norte;Chorrochó;10734;43.09;0.6;0.552;0.779;0.503;103;9.01;155;1123;303;292;285;186;120;149;73;1408
290780;Nordeste;Cícero Dantas;32300;69.71;0.585;0.59;0.712;0.477;403;10.5;402;1656;1378;1153;1012;857;594;289;176;5459
290790;Nordeste;Cipó;15755;80.43;0.601;0.589;0.744;0.496;136;7.68;160;1199;554;509;433;301;211;98;83;2189
290800;Sul;Coaraci;20964;82.34;0.613;0.615;0.762;0.491;245;11.31;270;2536;990;857;673;492;268;279;130;3689
290810;Oeste;Cocos;18153;68.49;0.596;0.558;0.805;0.471;178;8.92;197;1669;742;678;518;387;339;101;109;2874
290820;Leste;Conceição da Feira;20391;88.35;0.634;0.606;0.766;0.548;110;7.32;226;2176;753;714;477;421;237;142;102;2846
290830;Leste;Conceição do Almeida;17889;68.93;0.606;0.578;0.805;0.479;188;9.58;308;2702;718;490;454;429;251;137;123;2602
290840;Centro-Leste;Conceição do Coité;62040;61.77;0.611;0.587;0.752;0.517;521;7.92;584;3062;1797;2099;1729;1364;887;376;299;8551
290850;Centro-Leste;Conceição do Jacuípe;30123;74.48;0.663;0.63;0.799;0.579;163;6.9;281;2207;1136;875;784;496;430;252;113;4086
290860;Leste;Conde;23620;63.66;0.56;0.551;0.705;0.451;178;6.82;248;2533;776;717;487;363;267;167;112;2889
290870;Sudoeste;Condeúba;16898;64.77;0.582;0.559;0.789;0.447;176;11.32;307;1705;789;682;644;593;468;141;134;3451
290880;Sudoeste;Contendas do Sincorá;4663;73.15;0.577;0.579;0.695;0.477;60;10.51;75;528;228;178;150;103;86;41;40;826
290890;Centro-Leste;Coração de Maria;22401;54.54;0.592;0.558;0.762;0.489;154;8.65;300;2538;487;886;764;338;432;85;110;3102
290900;Sudoeste;Cordeiros;8168;86.18;0.579;0.561;0.763;0.454;84;10.55;126;997;350;322;294;235;163;113;50;1527
290910;Oeste;Coribe;14307;81.02;0.6;0.545;0.807;0.491;127;9.43;145;1394;854;645;456;336;310;143;76;2820
290920;Nordeste;Coronel João Sá;17066;47.42;0.535;0.545;0.716;0.392;164;7.6;137;1373;578;471;409;290;217;113;71;2149
290930;Oeste;Correntina;31249;65.55;0.603;0.575;0.792;0.481;268;8.05;323;2049;1470;1043;1094;612;526;249;172;5166
290940;Oeste;Cotegipe;13636;61.52;0.59;0.545;0.746;0.504;110;7.36;114;1000;633;454;331;240;192;87;31;1968
290950;Sul;Cravolândia;5041;74.47;0.599;0.559;0.765;0.503;55;9.22;56;568;176;138;108;96;54;62;32;666
290960;Nordeste;Crisópolis;20046;71.59;0.543;0.542;0.765;0.387;196;8.63;212;1399;633;601;598;437;275;119;92;2755
290970;Oeste;Cristópolis;13280;64.2;0.614;0.546;0.766;0.553;117;8.7;134;927;535;428;360;276;180;77;86;1942
290980;Leste;Cruz das Almas;58606;84.79;0.699;0.659;0.796;0.65;388;7.24;700;4189;2271;2142;1402;1160;621;493;347;8436
290990;Norte;Curaçá;32168;61.35;0.581;0.544;0.778;0.463;259;7.98;364;2552;938;861;786;609;392;194;174;3954
291000;Sul;Dário Meira;12836;60.18;0.54;0.522;0.771;0.392;132;8.37;111;1873;180;510;130;160;190;105;100;1375
291005;Leste;Dias D'Ávila;66440;88.22;0.676;0.651;0.811;0.584;177;3.84;291;2011;2335;1801;1212;692;435;209;132;6816
291010;Sudoeste;Dom Basílio;11355;61.51;0.591;0.547;0.783;0.482;100;9.03;151;891;591;436;374;295;196;109;59;2060
291030;Leste;Elísio Medrado;7947;85.91;0.623;0.59;0.777;0.527;112;12.12;162;462;373;345;256;205;139;118;68;1504
291040;Sudoeste;Encruzilhada;23766;71.18;0.544;0.533;0.754;0.4;183;7.27;166;2493;745;691;478;388;294;131;94;2821
291050;Nordeste;Entre Rios;39872;71.84;0.615;0.602;0.785;0.492;205;5.7;328;2807;1174;1187;854;531;407;184;163;4500
290050;Sudoeste;Érico Cardoso;10859;90.31;0.584;0.558;0.758;0.471;130;10.41;150;878;451;346;382;240;203;127;83;1832
291060;Nordeste;Esplanada;32802;74.38;0.589;0.589;0.74;0.469;208;6.33;328;2547;1185;890;697;452;325;208;121;3878
291070;Centro-Leste;Euclides da Cunha;56289;70.53;0.567;0.565;0.749;0.43;578;9.23;695;5360;2285;2085;1646;1394;965;462;353;9190
